227	15	【緊急任務シナリオについて】	【設問1】緊急任務「どきどきフラワースクール」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	1		
228	15	【緊急任務シナリオについて】	【設問2】緊急任務「聖夜に祈りを、あなたに愛を」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	1		
229	15	【サブストーリーについて】	【設問3】封印の古代花騎士「幽谷に彷徨う月の姫」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	2		
230	15	【サブストーリーについて】	【設問4】封印の古代花騎士「焦がれる丘園の怪物」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	2		
231	15	【サブストーリーについて】	【設問5】封印の古代花騎士「夢見る箱庭の古竜」のシナリオについての評価で<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|読んでいない			0	3		
232	15	【キャラクターについて】	【設問6】★6クジャクソウについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	140841		0	4		
233	15			radioY	見た目			0	4		
234	15	【キャラクターについて】	【設問7】★5イオノプシジウムについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	110307		0	5		
235	15			radioY	見た目			0	5		
236	15	【キャラクターについて】	【設問8】★6アングレカムについて<br>見た目の好みの度合いを教えてください。	radioX	とても好み|好み|普通|あまり好みではない|好みではない	112837		0	6		
237	15			radioY	見た目			0	6		
238	15	【キャラクターのアビリティセットについて】	【設問9】12/19(月)にリリースしたアングレカムのアビリティセットについて<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|持っていない			0	7		
239	15		アングレカムのアビリティセットについて<br>ご意見・ご感想等ありましたらご自由にお書きください。	text				0	7		
240	15		書ききれない場合はこちらもご利用ください。	text				0	7		
241	15	【害虫採集イベントについて】	【設問10】2022年11月のに行われた害虫採集イベントについて<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|プレイしていない			0	8		
242	15		害虫採集イベントについて、ご意見・ご感想等ありましたらご自由にお書きください。	text				0	8		
243	15		書ききれない場合はこちらもご利用ください。	text				0	8		
244	15	【新カードめくりイベント(High&Low)について】	【設問11】2022年12月のに行われた新カードめくりイベント(High&Low)について<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|プレイしていない			0	9		
245	15		新カードめくりイベント(High&Low)について<br>ご意見・ご感想等ありましたらご自由にお書きください。	text				0	9		
246	15		書ききれない場合はこちらもご利用ください。	text				0	9		
247	15	【改修後の交換所について】	【設問12】12/1以降の改修後の交換所の使用感について<br>次の選択肢から当てはまるものを選択してください。	radioV	とても良かった|まあまあ良かった|あまり良くなかった|良くなかった|使ってない・見ていない			0	10		
248	15		12/1以降の改修後の交換所の使用感について<br>ご意見・ご感想等ありましたらご自由にお書きください。	text				0	10		
249	15		書ききれない場合はこちらもご利用ください。	text				0	10		
