101	1	0	0	0	0	1	10000	4350	2500	111901	1	1190
102	1	0	0	0	0	500101	2	4350	0	112807	1	1190
103	1	0	0	0	0	500201	2	4350	0	112805	1	1190
104	1	0	0	0	0	500301	2	4350	0	110801	1	1190
105	1	0	0	0	0	500401	2	4350	0	112811	1	1190
106	1	0	0	0	0	501101	2	4350	0	112401	1	1190
107	1	0	0	0	0	501201	2	4350	0	110403	1	1190
108	1	0	0	0	0	501301	2	4350	0	112001	1	1190
109	1	0	0	0	0	501401	2	4350	0	116003	1	1190
110	1	0	0	0	0	109917	3	4350	0	111909	1	1190
111	1	0	0	0	0	109918	3	4350	0	110407	1	1190
112	1	0	0	0	0	109919	3	4350	0	119501	1	1190
113	1	0	0	0	0	109920	3	4350	0	112903	1	1190
114	1	0	0	0	0	144	100	4350	0	112817	1	1190
115	1	0	0	0	0	10	100	4350	0	110815	1	1190
116	1	0	0	0	0	500405	10	4350	0	112819	1	1190
117	1	0	0	0	0	109937	1	4350	0	112907	1	1190
118	1	0	0	0	0	109938	1	4350	0	111911	1	1190
119	1	0	0	0	0	109939	1	4350	0	112823	1	1190
120	1	0	0	0	0	109940	1	4350	0	114705	1	1190
121	1	0	0	0	0	109961	1	4350	0	116205	1	1190
122	1	0	0	0	0	1100002	1	4350	0	112801	1	221667
123	1	0	0	0	0	209	1	4300	0	111701	1	221667
124	1	0	0	0	0	0	0	0	0	112803	1	221667
125	1	0	0	0	0	0	0	0	0	113501	1	221667
126	1	0	0	0	0	0	0	0	0	111703	1	221667
127	1	0	0	0	0	0	0	0	0	116001	1	221667
128	1	0	0	0	0	0	0	0	0	117601	1	221667
129	1	0	0	0	0	0	0	0	0	111105	1	221667
130	1	0	0	0	0	0	0	0	0	124201	1	221667
131	1	0	0	0	0	0	0	0	0	117001	1	221667
132	1	0	0	0	0	0	0	0	0	114601	1	221667
133	1	0	0	0	0	0	0	0	0	111601	1	221667
134	1	0	0	0	0	0	0	0	0	112813	1	221667
135	1	0	0	0	0	0	0	0	0	118101	1	221667
136	1	0	0	0	0	0	0	0	0	119101	1	221667
137	1	0	0	0	0	0	0	0	0	114603	1	221667
138	1	0	0	0	0	0	0	0	0	113503	1	221667
139	1	0	0	0	0	0	0	0	0	110811	1	221667
140	1	0	0	0	0	0	0	0	0	110805	1	221667
141	1	0	0	0	0	0	0	0	0	116005	1	221667
142	1	0	0	0	0	0	0	0	0	110409	1	221667
143	1	0	0	0	0	0	0	0	0	111107	1	221667
144	1	0	0	0	0	0	0	0	0	117005	1	221667
145	1	0	0	0	0	0	0	0	0	110813	1	221667
146	1	0	0	0	0	0	0	0	0	116203	1	221667
147	1	0	0	0	0	0	0	0	0	116007	1	221667
148	1	0	0	0	0	0	0	0	0	119201	1	221667
149	1	0	0	0	0	0	0	0	0	119503	1	221667
150	1	0	0	0	0	0	0	0	0	110411	1	221667
151	1	0	0	0	0	0	0	0	0	111913	1	221667
152	1	0	0	0	0	0	0	0	0	118103	1	221667
153	1	0	0	0	0	0	0	0	0	112827	1	221667
154	1	0	0	0	0	0	0	0	0	112825	1	221667
155	1	0	0	0	0	0	0	0	0	114203	1	221667
156	1	0	0	0	0	0	0	0	0	112909	1	221667
157	1	0	0	0	0	0	0	0	0	111917	1	221667
158	1	0	0	0	0	0	0	0	0	110413	1	221667
159	1	0	0	0	0	0	0	0	0	116009	1	221667
160	1	0	0	0	0	0	0	0	0	112201	1	221667
161	1	0	0	0	0	0	0	0	0	112829	1	221667
162	1	0	0	0	0	0	0	0	0	111001	1	221667
163	1	0	0	0	0	0	0	0	0	113005	1	221667
164	1	0	0	0	0	0	0	0	0	113007	1	221667
165	1	0	0	0	0	0	0	0	0	110305	1	221667
166	1	0	0	0	0	0	0	0	0	114401	1	221667
201	2	0	0	0	0	1	20000	435	2500	111901	1	1190
202	2	0	0	0	0	500102	2	435	0	112807	1	1190
203	2	0	0	0	0	500202	2	435	0	112805	1	1190
204	2	0	0	0	0	500302	2	435	0	110801	1	1190
205	2	0	0	0	0	500402	2	435	0	112811	1	1190
206	2	0	0	0	0	501102	2	435	0	112401	1	1190
207	2	0	0	0	0	501202	2	435	0	110403	1	1190
208	2	0	0	0	0	501302	2	435	0	112001	1	1190
209	2	0	0	0	0	501402	2	435	0	116003	1	1190
210	2	0	0	0	0	109917	3	435	0	111909	1	1190
211	2	0	0	0	0	109918	3	435	0	110407	1	1190
212	2	0	0	0	0	109919	3	435	0	119501	1	1190
213	2	0	0	0	0	109920	3	435	0	112903	1	1190
214	2	0	0	0	0	144	100	435	0	112817	1	1190
215	2	0	0	0	0	10	100	435	0	110815	1	1190
216	2	0	0	0	0	500405	10	435	0	112819	1	1190
217	2	0	0	0	0	109941	1	435	0	112907	1	1190
218	2	0	0	0	0	109942	1	435	0	111911	1	1190
219	2	0	0	0	0	109943	1	435	0	112823	1	1190
220	2	0	0	0	0	109944	1	435	0	114705	1	1190
221	2	0	0	0	0	109962	1	435	0	116205	1	1190
222	2	0	0	0	0	1100003	1	435	0	112801	1	221667
223	2	0	0	0	0	209	1	430	0	111701	1	221667
224	2	0	0	0	0	0	0	0	0	112803	1	221667
225	2	0	0	0	0	0	0	0	0	113501	1	221667
226	2	0	0	0	0	0	0	0	0	111703	1	221667
227	2	0	0	0	0	0	0	0	0	116001	1	221667
228	2	0	0	0	0	0	0	0	0	117601	1	221667
229	2	0	0	0	0	0	0	0	0	111105	1	221667
230	2	0	0	0	0	0	0	0	0	124201	1	221667
231	2	0	0	0	0	0	0	0	0	117001	1	221667
232	2	0	0	0	0	0	0	0	0	114601	1	221667
233	2	0	0	0	0	0	0	0	0	111601	1	221667
234	2	0	0	0	0	0	0	0	0	112813	1	221667
235	2	0	0	0	0	0	0	0	0	118101	1	221667
236	2	0	0	0	0	0	0	0	0	119101	1	221667
237	2	0	0	0	0	0	0	0	0	114603	1	221667
238	2	0	0	0	0	0	0	0	0	113503	1	221667
239	2	0	0	0	0	0	0	0	0	110811	1	221667
